Sample alias,EPI_ISL_ID,EPI_SET_ID,Lineage group,Sample collection date
hCoV-19/Denmark/DCGC-253058/2021,EPI_ISL_7594674,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253086/2021,EPI_ISL_7461006,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253102/2021,EPI_ISL_7461022,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253127/2021,EPI_ISL_7461046,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253148/2021,EPI_ISL_7461066,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253150/2021,EPI_ISL_7461068,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253154/2021,EPI_ISL_7461072,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253158/2021,EPI_ISL_7461076,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253168/2021,EPI_ISL_7461086,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253170/2021,EPI_ISL_7461088,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253198/2021,EPI_ISL_7461116,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253201/2021,EPI_ISL_7461119,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253212/2021,EPI_ISL_7600939,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253213/2021,EPI_ISL_7461129,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253304/2021,EPI_ISL_7461243,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253334/2021,EPI_ISL_7461415,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253336/2021,EPI_ISL_7461430,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253337/2021,EPI_ISL_7461434,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253339/2021,EPI_ISL_7461447,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253340/2021,EPI_ISL_7461448,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253343/2021,EPI_ISL_7461463,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253347/2021,EPI_ISL_7461473,EPI_SET_230103ek,Late Delta,2021-11-30
hCoV-19/Denmark/DCGC-253351/2021,EPI_ISL_7461492,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253355/2021,EPI_ISL_7461511,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253363/2021,EPI_ISL_7461557,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253368/2021,EPI_ISL_7594684,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253383/2021,EPI_ISL_7461661,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253395/2021,EPI_ISL_7461697,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253396/2021,EPI_ISL_7596703,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253403/2021,EPI_ISL_7599606,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253407/2021,EPI_ISL_7461711,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253408/2021,EPI_ISL_7461712,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253412/2021,EPI_ISL_7461716,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253442/2021,EPI_ISL_7461746,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253462/2021,EPI_ISL_7461765,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253486/2021,EPI_ISL_7461788,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253489/2021,EPI_ISL_7461791,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253507/2021,EPI_ISL_7600946,EPI_SET_230103ky,BA.1,2021-12-02
hCoV-19/Denmark/DCGC-253510/2021,EPI_ISL_7461809,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253511/2021,EPI_ISL_7461810,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253512/2021,EPI_ISL_7461811,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253519/2021,EPI_ISL_7461822,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253522/2021,EPI_ISL_7461825,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253525/2021,EPI_ISL_7461828,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253543/2021,EPI_ISL_7602619,EPI_SET_230103ky,BA.1,2021-12-01
hCoV-19/Denmark/DCGC-253558/2021,EPI_ISL_7461859,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253563/2021,EPI_ISL_7461864,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253568/2021,EPI_ISL_7601142,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253638/2021,EPI_ISL_7461936,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253640/2021,EPI_ISL_7461938,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253647/2021,EPI_ISL_7461944,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253650/2021,EPI_ISL_7461946,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253669/2021,EPI_ISL_7461964,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253683/2021,EPI_ISL_7461978,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253715/2021,EPI_ISL_7462008,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253721/2021,EPI_ISL_7462013,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253724/2021,EPI_ISL_7462016,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-253737/2021,EPI_ISL_7462030,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253744/2021,EPI_ISL_7462037,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253745/2021,EPI_ISL_7462038,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253797/2021,EPI_ISL_7462089,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253802/2021,EPI_ISL_7462094,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253817/2021,EPI_ISL_7462108,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253856/2021,EPI_ISL_7462148,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253872/2021,EPI_ISL_7462163,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253873/2021,EPI_ISL_7594802,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253874/2021,EPI_ISL_7462164,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253876/2021,EPI_ISL_7462166,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253888/2021,EPI_ISL_7462178,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253923/2021,EPI_ISL_7512954,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-253931/2021,EPI_ISL_7512984,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-253952/2021,EPI_ISL_7513056,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254007/2021,EPI_ISL_7513258,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254033/2021,EPI_ISL_7513364,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254043/2021,EPI_ISL_7513400,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254067/2021,EPI_ISL_7513517,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254071/2021,EPI_ISL_7513546,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254074/2021,EPI_ISL_7513558,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254117/2021,EPI_ISL_7513746,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254118/2021,EPI_ISL_7513750,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254136/2021,EPI_ISL_7513789,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254141/2021,EPI_ISL_7513796,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254174/2021,EPI_ISL_7513819,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254199/2021,EPI_ISL_7513880,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254201/2021,EPI_ISL_7513892,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254220/2021,EPI_ISL_7513973,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254255/2021,EPI_ISL_7514139,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254274/2021,EPI_ISL_7514214,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254288/2021,EPI_ISL_7514269,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254316/2021,EPI_ISL_7514368,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254335/2021,EPI_ISL_7514451,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254395/2021,EPI_ISL_7514695,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254404/2021,EPI_ISL_7594854,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254412/2021,EPI_ISL_7514775,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254422/2021,EPI_ISL_7514827,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254438/2021,EPI_ISL_7600340,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254512/2021,EPI_ISL_7515129,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254544/2021,EPI_ISL_7515271,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254590/2021,EPI_ISL_7515426,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254599/2021,EPI_ISL_8567332,EPI_SET_230103ky,BA.1,2021-12-03
hCoV-19/Denmark/DCGC-254641/2021,EPI_ISL_7515606,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254695/2021,EPI_ISL_7515852,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254706/2021,EPI_ISL_7515906,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254713/2021,EPI_ISL_7515930,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254755/2021,EPI_ISL_7516107,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254762/2021,EPI_ISL_7516139,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-254792/2021,EPI_ISL_7516217,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254839/2021,EPI_ISL_7516299,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254890/2021,EPI_ISL_7516349,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-254914/2021,EPI_ISL_7516463,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-254919/2021,EPI_ISL_7516489,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255077/2021,EPI_ISL_7517115,EPI_SET_230103ek,Late Delta,2021-11-29
hCoV-19/Denmark/DCGC-255080/2021,EPI_ISL_7517136,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255083/2021,EPI_ISL_7601507,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-255132/2021,EPI_ISL_7517392,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-255162/2021,EPI_ISL_7517505,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-255167/2021,EPI_ISL_7517513,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255176/2021,EPI_ISL_7517541,EPI_SET_230103ek,Late Delta,2021-12-05
hCoV-19/Denmark/DCGC-255178/2021,EPI_ISL_7517544,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255196/2021,EPI_ISL_7517621,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-255272/2021,EPI_ISL_7517936,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255274/2021,EPI_ISL_7517946,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-255293/2021,EPI_ISL_7518033,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-255323/2021,EPI_ISL_7518150,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255347/2021,EPI_ISL_7518234,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255363/2021,EPI_ISL_7518309,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-255368/2021,EPI_ISL_7518330,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-255396/2021,EPI_ISL_7518460,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-255462/2021,EPI_ISL_7518732,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255477/2021,EPI_ISL_7518775,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-255500/2021,EPI_ISL_7518786,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255534/2021,EPI_ISL_7518805,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255535/2021,EPI_ISL_7518806,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-255541/2021,EPI_ISL_7594898,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-255607/2021,EPI_ISL_7519062,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-255613/2021,EPI_ISL_7519074,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-255618/2021,EPI_ISL_7519092,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255648/2021,EPI_ISL_7519246,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255708/2021,EPI_ISL_7602029,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-255718/2021,EPI_ISL_7519499,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-255803/2021,EPI_ISL_7519852,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-255864/2021,EPI_ISL_7520054,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-255870/2021,EPI_ISL_7520082,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256001/2021,EPI_ISL_7520584,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256096/2021,EPI_ISL_7520910,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256117/2021,EPI_ISL_7520993,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256164/2021,EPI_ISL_7521206,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256175/2021,EPI_ISL_7594910,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256178/2021,EPI_ISL_7521296,EPI_SET_230103ek,Late Delta,2021-11-29
hCoV-19/Denmark/DCGC-256209/2021,EPI_ISL_7521392,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256221/2021,EPI_ISL_7521426,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-256222/2021,EPI_ISL_7521431,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-256235/2021,EPI_ISL_7521476,EPI_SET_230103ek,Late Delta,2021-11-30
hCoV-19/Denmark/DCGC-256250/2021,EPI_ISL_7521539,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256286/2021,EPI_ISL_7594914,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256304/2021,EPI_ISL_7521854,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256320/2021,EPI_ISL_7521987,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-256368/2021,EPI_ISL_7522313,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256379/2021,EPI_ISL_7522337,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256380/2021,EPI_ISL_7522345,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-256487/2021,EPI_ISL_7594933,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256499/2021,EPI_ISL_7523106,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256512/2021,EPI_ISL_7602617,EPI_SET_230103ky,BA.1,2021-12-03
hCoV-19/Denmark/DCGC-256564/2021,EPI_ISL_7523505,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256602/2021,EPI_ISL_7523770,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-256603/2021,EPI_ISL_7523779,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-256608/2021,EPI_ISL_7523799,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256684/2021,EPI_ISL_7524336,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256783/2021,EPI_ISL_7524896,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256791/2021,EPI_ISL_7524973,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256804/2021,EPI_ISL_7525067,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256807/2021,EPI_ISL_7525095,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-256809/2021,EPI_ISL_7601644,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256820/2021,EPI_ISL_7525149,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256823/2021,EPI_ISL_7525174,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-256835/2021,EPI_ISL_7525227,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-256896/2021,EPI_ISL_7525537,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-256993/2021,EPI_ISL_7526011,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257043/2021,EPI_ISL_7526305,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-257142/2021,EPI_ISL_7526760,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-257302/2021,EPI_ISL_7527402,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257334/2021,EPI_ISL_7527497,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-257336/2021,EPI_ISL_7600339,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257347/2021,EPI_ISL_7527550,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257387/2021,EPI_ISL_7527676,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-257408/2021,EPI_ISL_7602664,EPI_SET_230103ky,BA.1,2021-12-03
hCoV-19/Denmark/DCGC-257424/2021,EPI_ISL_7527800,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257429/2021,EPI_ISL_7527831,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-257444/2021,EPI_ISL_7527909,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-257467/2021,EPI_ISL_7528005,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-257487/2021,EPI_ISL_7528084,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257520/2021,EPI_ISL_7528195,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257551/2021,EPI_ISL_7528213,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257554/2021,EPI_ISL_7528215,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257615/2021,EPI_ISL_7528333,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257637/2021,EPI_ISL_7528416,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257639/2021,EPI_ISL_7528421,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257657/2021,EPI_ISL_7528486,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257700/2021,EPI_ISL_7528631,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-257760/2021,EPI_ISL_7528820,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257782/2021,EPI_ISL_7528950,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257799/2021,EPI_ISL_7529013,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257820/2021,EPI_ISL_7529080,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257824/2021,EPI_ISL_7529091,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257853/2021,EPI_ISL_7529181,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257875/2021,EPI_ISL_7529242,EPI_SET_230103ek,Late Delta,2021-12-04
hCoV-19/Denmark/DCGC-257881/2021,EPI_ISL_7529267,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257885/2021,EPI_ISL_7529277,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257914/2021,EPI_ISL_7529394,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-257924/2021,EPI_ISL_7596668,EPI_SET_230103ky,BA.1,2021-12-01
hCoV-19/Denmark/DCGC-257926/2021,EPI_ISL_7529442,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-257951/2021,EPI_ISL_7529566,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-258032/2021,EPI_ISL_7529889,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258059/2021,EPI_ISL_7529984,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258073/2021,EPI_ISL_7530028,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258088/2021,EPI_ISL_7530072,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-258152/2021,EPI_ISL_7530339,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258158/2021,EPI_ISL_7530364,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-258160/2021,EPI_ISL_7530371,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258169/2021,EPI_ISL_7530403,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258172/2021,EPI_ISL_7530421,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-258252/2021,EPI_ISL_7530598,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258256/2021,EPI_ISL_7530601,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-258371/2021,EPI_ISL_7530986,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258381/2021,EPI_ISL_7531014,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258417/2021,EPI_ISL_7531159,EPI_SET_230103ek,Late Delta,2021-12-03
hCoV-19/Denmark/DCGC-258440/2021,EPI_ISL_7531219,EPI_SET_230103ek,Late Delta,2021-12-02
hCoV-19/Denmark/DCGC-258446/2021,EPI_ISL_7531255,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258495/2021,EPI_ISL_7531436,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258500/2021,EPI_ISL_7531451,EPI_SET_230103ek,Late Delta,2021-12-01
hCoV-19/Denmark/DCGC-258503/2021,EPI_ISL_7531466,EPI_SET_230103ek,Late Delta,2021-11-30
hCoV-19/Denmark/DCGC-258581/2021,EPI_ISL_7531792,EPI_SET_230103ek,Late Delta,2021-12-03
