Sample alias,EPI_ISL_ID,EPI_SET_ID,Lineage group,Sample collection date
hCoV-19/Denmark/DCGC-531562/2022,EPI_ISL_13400378,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531565/2022,EPI_ISL_13400381,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531568/2022,EPI_ISL_13400384,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531569/2022,EPI_ISL_13400385,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531570/2022,EPI_ISL_13400386,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531571/2022,EPI_ISL_13400387,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531572/2022,EPI_ISL_13400388,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531574/2022,EPI_ISL_13400390,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531575/2022,EPI_ISL_13400391,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531577/2022,EPI_ISL_13400393,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531579/2022,EPI_ISL_13400395,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531580/2022,EPI_ISL_13400396,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531581/2022,EPI_ISL_13400397,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531583/2022,EPI_ISL_13400399,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531584/2022,EPI_ISL_13400400,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531587/2022,EPI_ISL_13400403,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531588/2022,EPI_ISL_13400404,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531589/2022,EPI_ISL_13400405,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531590/2022,EPI_ISL_13400406,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531592/2022,EPI_ISL_13400408,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531593/2022,EPI_ISL_13400409,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531594/2022,EPI_ISL_13400410,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531595/2022,EPI_ISL_13400411,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531596/2022,EPI_ISL_13400412,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531599/2022,EPI_ISL_13400415,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531600/2022,EPI_ISL_13400416,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531601/2022,EPI_ISL_13400417,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531603/2022,EPI_ISL_13400419,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531604/2022,EPI_ISL_13400420,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531605/2022,EPI_ISL_13400421,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531607/2022,EPI_ISL_13400423,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531608/2022,EPI_ISL_13400424,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531609/2022,EPI_ISL_13400425,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531610/2022,EPI_ISL_13400426,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531611/2022,EPI_ISL_13400427,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531615/2022,EPI_ISL_13400431,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531617/2022,EPI_ISL_13400433,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531618/2022,EPI_ISL_13400434,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531620/2022,EPI_ISL_13400436,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531621/2022,EPI_ISL_13400437,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531623/2022,EPI_ISL_13400439,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531626/2022,EPI_ISL_13400442,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531627/2022,EPI_ISL_13400443,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531629/2022,EPI_ISL_13400445,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531630/2022,EPI_ISL_13400446,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531633/2022,EPI_ISL_13400449,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531634/2022,EPI_ISL_13400450,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531636/2022,EPI_ISL_13400452,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531637/2022,EPI_ISL_13400453,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531638/2022,EPI_ISL_13400454,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531643/2022,EPI_ISL_13400459,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531644/2022,EPI_ISL_13400460,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531647/2022,EPI_ISL_13400463,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531649/2022,EPI_ISL_13400465,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531650/2022,EPI_ISL_13400466,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531651/2022,EPI_ISL_13400467,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531654/2022,EPI_ISL_13400470,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531656/2022,EPI_ISL_13400472,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531659/2022,EPI_ISL_13400475,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531660/2022,EPI_ISL_13400476,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531662/2022,EPI_ISL_13400478,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531664/2022,EPI_ISL_13400480,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531665/2022,EPI_ISL_13400481,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531667/2022,EPI_ISL_13400483,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531668/2022,EPI_ISL_13400484,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531669/2022,EPI_ISL_13400485,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531670/2022,EPI_ISL_13400486,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531674/2022,EPI_ISL_13400490,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531676/2022,EPI_ISL_13400492,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531679/2022,EPI_ISL_13400495,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531681/2022,EPI_ISL_13400497,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531683/2022,EPI_ISL_13400499,EPI_SET_230103ar,BA.2,2022-06-14
hCoV-19/Denmark/DCGC-531684/2022,EPI_ISL_13400500,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531685/2022,EPI_ISL_13400501,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531686/2022,EPI_ISL_13400502,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531688/2022,EPI_ISL_13400504,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531689/2022,EPI_ISL_13400505,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531692/2022,EPI_ISL_13400508,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531693/2022,EPI_ISL_13400509,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531699/2022,EPI_ISL_13400515,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531700/2022,EPI_ISL_13400516,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531701/2022,EPI_ISL_13400517,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531702/2022,EPI_ISL_13400518,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531704/2022,EPI_ISL_13400520,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531705/2022,EPI_ISL_13400521,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531706/2022,EPI_ISL_13400522,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531708/2022,EPI_ISL_13400524,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531709/2022,EPI_ISL_13400525,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531710/2022,EPI_ISL_13400526,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531713/2022,EPI_ISL_13400529,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531715/2022,EPI_ISL_13400531,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531717/2022,EPI_ISL_13400533,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531718/2022,EPI_ISL_13400534,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531723/2022,EPI_ISL_13400539,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531724/2022,EPI_ISL_13400540,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531726/2022,EPI_ISL_13400542,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531727/2022,EPI_ISL_13400543,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531728/2022,EPI_ISL_13400544,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531730/2022,EPI_ISL_13400546,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531731/2022,EPI_ISL_13400547,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531733/2022,EPI_ISL_13400549,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531735/2022,EPI_ISL_13400551,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531736/2022,EPI_ISL_13400552,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531737/2022,EPI_ISL_13400553,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531741/2022,EPI_ISL_13400557,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531745/2022,EPI_ISL_13400561,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531746/2022,EPI_ISL_13400562,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531747/2022,EPI_ISL_13400563,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531748/2022,EPI_ISL_13400564,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531750/2022,EPI_ISL_13400566,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531751/2022,EPI_ISL_13400567,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531752/2022,EPI_ISL_13400568,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531753/2022,EPI_ISL_13400569,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531755/2022,EPI_ISL_13400571,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531758/2022,EPI_ISL_13400574,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531764/2022,EPI_ISL_13400580,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531766/2022,EPI_ISL_13400582,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531767/2022,EPI_ISL_13400583,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531770/2022,EPI_ISL_13400586,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531771/2022,EPI_ISL_13400587,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531773/2022,EPI_ISL_13400589,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531775/2022,EPI_ISL_13400591,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531776/2022,EPI_ISL_13400592,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531777/2022,EPI_ISL_13400593,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531778/2022,EPI_ISL_13400594,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531779/2022,EPI_ISL_13400595,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531781/2022,EPI_ISL_13400597,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531787/2022,EPI_ISL_13400602,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531789/2022,EPI_ISL_13400604,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531790/2022,EPI_ISL_13400605,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531792/2022,EPI_ISL_13400607,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531793/2022,EPI_ISL_13400608,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531796/2022,EPI_ISL_13400611,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531800/2022,EPI_ISL_13400615,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531803/2022,EPI_ISL_13400618,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531804/2022,EPI_ISL_13400619,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531807/2022,EPI_ISL_13400622,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531808/2022,EPI_ISL_13400623,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531809/2022,EPI_ISL_13400624,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531811/2022,EPI_ISL_13400626,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531812/2022,EPI_ISL_13400627,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531816/2022,EPI_ISL_13400631,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531817/2022,EPI_ISL_13400632,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531818/2022,EPI_ISL_13400633,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531820/2022,EPI_ISL_13400635,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531821/2022,EPI_ISL_13400636,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531823/2022,EPI_ISL_13400638,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531827/2022,EPI_ISL_13400642,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531828/2022,EPI_ISL_13400643,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531831/2022,EPI_ISL_13400646,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531832/2022,EPI_ISL_13400647,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531833/2022,EPI_ISL_13400648,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531837/2022,EPI_ISL_13400652,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531840/2022,EPI_ISL_13400655,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531841/2022,EPI_ISL_13400656,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531842/2022,EPI_ISL_13400657,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531845/2022,EPI_ISL_13400660,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531846/2022,EPI_ISL_13400661,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531847/2022,EPI_ISL_13400662,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531848/2022,EPI_ISL_13400663,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531850/2022,EPI_ISL_13400665,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531851/2022,EPI_ISL_13400666,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531854/2022,EPI_ISL_13400669,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531855/2022,EPI_ISL_13400670,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531856/2022,EPI_ISL_13400671,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531857/2022,EPI_ISL_13400672,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531859/2022,EPI_ISL_13400674,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531860/2022,EPI_ISL_13400675,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531861/2022,EPI_ISL_13400676,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531865/2022,EPI_ISL_13400680,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531870/2022,EPI_ISL_13400685,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531872/2022,EPI_ISL_13400687,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531874/2022,EPI_ISL_13400689,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531877/2022,EPI_ISL_13400692,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531878/2022,EPI_ISL_13400693,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531879/2022,EPI_ISL_13400694,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531881/2022,EPI_ISL_13400696,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531882/2022,EPI_ISL_13400697,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531883/2022,EPI_ISL_13400698,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531884/2022,EPI_ISL_13400699,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531885/2022,EPI_ISL_13400700,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531888/2022,EPI_ISL_13400703,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531890/2022,EPI_ISL_13400705,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531892/2022,EPI_ISL_13400707,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531893/2022,EPI_ISL_13400708,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531896/2022,EPI_ISL_13400711,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531897/2022,EPI_ISL_13400712,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531898/2022,EPI_ISL_13400713,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531900/2022,EPI_ISL_13400715,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531901/2022,EPI_ISL_13400716,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531903/2022,EPI_ISL_13400718,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531905/2022,EPI_ISL_13400720,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531906/2022,EPI_ISL_13400721,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531907/2022,EPI_ISL_13400722,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531908/2022,EPI_ISL_13400723,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531911/2022,EPI_ISL_13400726,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531913/2022,EPI_ISL_13400728,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531923/2022,EPI_ISL_13400737,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531925/2022,EPI_ISL_13400739,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531926/2022,EPI_ISL_13400740,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531927/2022,EPI_ISL_13400741,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531928/2022,EPI_ISL_13400742,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531931/2022,EPI_ISL_13400745,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531934/2022,EPI_ISL_13400748,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531936/2022,EPI_ISL_13400750,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531939/2022,EPI_ISL_13400753,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531945/2022,EPI_ISL_13400759,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531947/2022,EPI_ISL_13400761,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531950/2022,EPI_ISL_13400764,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531951/2022,EPI_ISL_13400765,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531955/2022,EPI_ISL_13400769,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531956/2022,EPI_ISL_13400770,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-531958/2022,EPI_ISL_13400772,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531960/2022,EPI_ISL_13400774,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531961/2022,EPI_ISL_13400775,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531962/2022,EPI_ISL_13400776,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531965/2022,EPI_ISL_13400779,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531967/2022,EPI_ISL_13400781,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531968/2022,EPI_ISL_13400782,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531971/2022,EPI_ISL_13400785,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531972/2022,EPI_ISL_13400786,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531974/2022,EPI_ISL_13400788,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531975/2022,EPI_ISL_13400789,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531976/2022,EPI_ISL_13400790,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531977/2022,EPI_ISL_13400791,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531979/2022,EPI_ISL_13400793,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531983/2022,EPI_ISL_13400797,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-531985/2022,EPI_ISL_13400799,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531990/2022,EPI_ISL_13400804,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531991/2022,EPI_ISL_13400805,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531994/2022,EPI_ISL_13400808,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-531995/2022,EPI_ISL_13400809,EPI_SET_230103te,BA.5,2022-06-15
hCoV-19/Denmark/DCGC-531996/2022,EPI_ISL_13400810,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-531998/2022,EPI_ISL_13400812,EPI_SET_230103te,BA.5,2022-06-13
hCoV-19/Denmark/DCGC-532000/2022,EPI_ISL_13400814,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-532004/2022,EPI_ISL_13400818,EPI_SET_230103te,BA.5,2022-06-17
hCoV-19/Denmark/DCGC-532005/2022,EPI_ISL_13400819,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-532008/2022,EPI_ISL_13400822,EPI_SET_230103te,BA.5,2022-06-16
hCoV-19/Denmark/DCGC-532009/2022,EPI_ISL_13400823,EPI_SET_230103te,BA.5,2022-06-14
hCoV-19/Denmark/DCGC-532010/2022,EPI_ISL_13400824,EPI_SET_230103te,BA.5,2022-06-14
